ticket_id,received_at,marca,canal,customer_id,mensagem
307,2026-04-02T16:54:00,Queensberry,chat_site,177,Vocês ainda mantêm parceria com a Smiles? Quero usar pontos pra Madrid.
308,2026-05-25T04:05:00,BeFly,whatsapp,366,"Tem promoção pra Europa pra setembro? Queria conhecer Itália + Grécia. 2 adultos. Flexível em datas, max ~25k."
309,2026-05-23T18:17:00,Queensberry,whatsapp,284,"Reclamação: o atendimento de vocês no WhatsApp é PÉSSIMO. Mandei mensagem 4 vezes ontem e ninguém respondeu. Cliente Gold desde 2018. Aguardo retorno, obrigado!"
310,2026-01-10T01:08:00,BeFly Travel,whatsapp,24,"Bom dia, sou produtora de evento corporativo. Preciso de tarifa especial pra grupo de 20 jornalistas indo cobrir Olimpíadas LA 2028."
311,2026-03-28T11:32:00,BeFly Conecta,telefone,404,Minha bagagem sumiu no voo BF7700 ontem. Cheguei em Recife e a mala não veio. Já fui no balcão e abri o RIR mas precisava de ajuda pra rastrear.
312,2026-04-22T08:43:00,BeFly Travel,whatsapp,345,"Sou da imprensa, gostaria de uma entrevista com o CEO sobre os planos da BeFly após a aquisição da Queensberry."
313,2026-06-09T12:42:00,Flytour,whatsapp,342,BeFly Conecta funciona com integração SAP Concur? Pergunto pra trazer pra nossa companhia.
314,2026-05-19T20:10:00,BeFly,telefone,446,Tem mais detalhes do pacote 'Caminhos além do imaginável' de vocês? Vi no Instagram.
315,2026-01-19T07:33:00,Vai Voando,telefone,189,URGENTE: cheguei no aeroporto e o voo está cancelado. Ninguém me atende no balcão. Voo BF1234 GIG→GRU. O que eu faço??
316,2026-04-13T07:51:00,Flytour,chat_site,95,"Oi! Sou viajante Diamond, 12 anos de casa. Tô bem incomodada porque na minha última viagem fiquei mais de 6h num aeroporto e ninguém me ofereceu lounge nem reacomodação. Espero solução à altura do meu tier."
317,2026-03-20T09:38:00,BeFly Conecta,email,468,"Minha esposa precisa de cadeira de rodas no aeroporto. Como solicitamos? Voo BF4499 GRU→FOR, próxima sexta. Aguardo retorno, obrigado!"
318,2026-04-06T01:19:00,BeFly,whatsapp,415,"Olá, vocês têm pacote para Bariloche em julho? Lua de mel, 2 adultos. Orçamento até 18 mil reais total. Saindo de São Paulo."
319,2026-06-17T05:33:00,BeFly Travel,whatsapp,349,"Minha esposa precisa de cadeira de rodas no aeroporto. Como solicitamos? Voo BF4499 GRU→FOR, próxima sexta."
320,2026-05-01T00:57:00,Queensberry,email,212,Tô vendo no site valores diferentes pra mesmo voo dependendo do horário. Tem alguma forma de garantir o melhor preço?
321,2026-02-08T15:27:00,Vai Voando,email,219,"Bom dia! Sou da agência Instaviagem, parceira de vocês. Cliente meu pediu Punta del Este Carnaval, 4 noites, 2 adultos. Faz um orçamento por favor? Cliente desde 2019, espero atendimento à altura."
322,2026-06-06T06:41:00,BeFly,chat_site,67,"Oi! Tô pensando em levar minha família pra Cancún em janeiro. Somos 4 (eu, esposa, 2 filhos de 8 e 12). Queria all inclusive perto da praia, mas não muito caro. Já viajamos com vocês ano passado pra Punta Cana e adoramos. Pode ser entre 10 e 20 de janeiro. Precisamos sair de Curitiba, se possível direto. Aguardo retorno, obrigado!"
323,2026-02-14T02:29:00,BeFly Travel,telefone,473,"Mudei de empresa, agora sou da Acme. Como atualizo o contrato corporativo BeFly Conecta no meu CPF? Já mandei essa mensagem 2 vezes, ninguém respondeu."
324,2026-05-13T20:12:00,Belvitur,whatsapp,286,"Olá, vocês têm pacote para Bariloche em julho? Lua de mel, 2 adultos. Orçamento até 18 mil reais total. Saindo de São Paulo. Por favor responder no whatsapp 11 9XXXX-XXXX."
325,2026-05-02T21:16:00,Instaviagem,whatsapp,494,Voo BF5500 hoje cedo: o piloto fez pouso de emergência em Brasília. Estamos sentados há 3h no aeroporto sem informação. Por favor avisem nossas famílias e nos digam o que fazer.
326,2026-01-03T01:48:00,BeFly,chat_site,352,"Olá, vocês têm pacote para Bariloche em julho? Lua de mel, 2 adultos. Orçamento até 18 mil reais total. Saindo de São Paulo."
327,2026-02-26T21:18:00,Flytour,whatsapp,441,"Quem é o gerente de conta da Acme Corp? Preciso falar com ele urgente sobre os SLAs do contrato. Estou muito chateado, espero solução."
328,2026-02-27T13:50:00,BeFly Travel,email,225,Vocês ainda mantêm parceria com a Smiles? Quero usar pontos pra Madrid.
329,2026-01-27T09:06:00,Instaviagem,whatsapp,489,"Mudei de empresa, agora sou da Acme. Como atualizo o contrato corporativo BeFly Conecta no meu CPF?"
330,2026-03-28T19:52:00,BeFly Travel,telefone,484,"Tô em Tóquio, perdi o passaporte. O seguro de vocês ajuda? Cliente desde 2019, espero atendimento à altura."
331,2026-04-14T04:27:00,BeFly Travel,whatsapp,319,"Olá! Queria fazer uma viagem solo pra Chile pra esquiar em julho, primeira vez fora do Brasil. Tô meio perdido, vocês ajudam com seguro, hospedagem, transfer? Budget ~12k."
332,2026-05-31T15:00:00,BeFly Conecta,chat_site,372,"Tô em Tóquio, perdi o passaporte. O seguro de vocês ajuda?"
333,2026-04-20T10:24:00,Belvitur,email,500,"Oi! Tô pensando em levar minha família pra Cancún em janeiro. Somos 4 (eu, esposa, 2 filhos de 8 e 12). Queria all inclusive perto da praia, mas não muito caro. Já viajamos com vocês ano passado pra Punta Cana e adoramos. Pode ser entre 10 e 20 de janeiro. Precisamos sair de Curitiba, se possível direto."
334,2026-04-20T13:13:00,Belvitur,whatsapp,232,"Olá. Sou cliente da Belvitur Corporate. Posso usar meus pontos pra pagar parte de uma viagem de lazer? Cliente desde 2019, espero atendimento à altura."
335,2026-02-28T12:46:00,BeFly,email,301,"Vocês têm pacote feito pra advogados (curso de pós em Boston, agosto)? Preciso de hospedagem perto de Harvard."
336,2026-01-08T16:47:00,BeFly,whatsapp,456,"Tem voucher de R$ 500 que vocês me deram em jul/2025 que ainda não usei. Validade era 12 meses, expira semana que vem. Posso usar pra qualquer destino?"
337,2026-05-05T15:13:00,Belvitur,email,274,"Reclamação séria: o hotel que vocês reservaram pra mim em Gramado estava em obras, não dormi a noite toda. Quero compensação. Já mandei essa mensagem 2 vezes, ninguém respondeu."
338,2026-03-30T05:57:00,Belvitur,whatsapp,385,"Quero cancelar a viagem que comprei semana passada pra Salvador. Mudaram o feriado da empresa. Preciso de reembolso integral, é dentro do prazo de 7 dias."
339,2026-02-12T14:30:00,BeFly Travel,whatsapp,203,"Quero comprar pacote Cancun all inclusive saindo de POA, sou Diamond. Que tarifa eu tenho disponível?"
340,2026-06-18T13:45:00,BeFly,telefone,406,"Pré aprovado um pacote pra Maldivas, 7 noites, all inclusive, lua de mel. Casal 30s, saindo SP. Limite 60k total. Datas: out/nov 2026."
341,2026-01-16T23:10:00,BeFly Conecta,whatsapp,33,Tô vendo no site valores diferentes pra mesmo voo dependendo do horário. Tem alguma forma de garantir o melhor preço?
342,2026-06-13T06:44:00,BeFly,chat_site,165,"Estou tentando emitir uma nota fiscal do meu pacote pra Maceió mas o sistema dá erro. Localizador BF44ZZ1. Empresa: Tech Ltda CNPJ 12.345.678/0001-99. Já mandei essa mensagem 2 vezes, ninguém respondeu."
343,2026-02-06T17:58:00,BeFly,whatsapp,93,"Mudei de empresa, agora sou da Acme. Como atualizo o contrato corporativo BeFly Conecta no meu CPF?"
344,2026-04-13T18:02:00,BeFly Travel,telefone,439,"BeFly Conecta funciona com integração SAP Concur? Pergunto pra trazer pra nossa companhia. Já mandei essa mensagem 2 vezes, ninguém respondeu."
345,2026-03-10T02:12:00,Vai Voando,whatsapp,238,"Pacote família p/ Disney em outubro, 5 pessoas (eu, esposa, 3 crianças de 5, 8 e 14 anos). Queria hotel da Disney mesmo. Quanto fica? Saída de BH. Cliente desde 2019, espero atendimento à altura."
346,2026-01-06T12:38:00,BeFly Travel,email,11,"Quero cancelar a viagem que comprei semana passada pra Salvador. Mudaram o feriado da empresa. Preciso de reembolso integral, é dentro do prazo de 7 dias. Já mandei essa mensagem 2 vezes, ninguém respondeu."
347,2026-03-30T12:44:00,BeFly Conecta,whatsapp,474,"Vocês operam viagens corporativas com NDC da Latam? Estamos avaliando trocar de TMC. Já mandei essa mensagem 2 vezes, ninguém respondeu."
348,2026-03-23T08:22:00,Belvitur,chat_site,494,"Posso usar pontos da Gol pra pagar pacote BeFly? Aguardo retorno, obrigado!"
349,2026-03-03T16:25:00,BeFly,whatsapp,43,"Oi! Sou viajante Diamond, 12 anos de casa. Tô bem incomodada porque na minha última viagem fiquei mais de 6h num aeroporto e ninguém me ofereceu lounge nem reacomodação. Espero solução à altura do meu tier. Aguardo retorno, obrigado!"
350,2026-03-09T06:57:00,Vai Voando,email,485,"Bom dia, gostaria de remarcar a minha passagem do dia 15/07 para o dia 22/07, mesmo voo se possível. Localizador BF89X12. Já mandei essa mensagem 2 vezes, ninguém respondeu."
351,2026-04-27T11:30:00,BeFly Travel,whatsapp,492,Bom dia. Preciso de um relatório consolidado dos gastos com viagens corporativas da nossa empresa (Tech XYZ) do último trimestre. Pode ser por e-mail.
352,2026-02-12T10:54:00,BeFly Conecta,instagram_dm,343,"Quero cancelar a viagem que comprei semana passada pra Salvador. Mudaram o feriado da empresa. Preciso de reembolso integral, é dentro do prazo de 7 dias. Já mandei essa mensagem 2 vezes, ninguém respondeu."
353,2026-06-04T16:22:00,BeFly,instagram_dm,370,"Sou da imprensa, gostaria de uma entrevista com o CEO sobre os planos da BeFly após a aquisição da Queensberry. Cliente desde 2019, espero atendimento à altura."
354,2026-03-06T01:57:00,BeFly,email,15,"Estou tentando emitir uma nota fiscal do meu pacote pra Maceió mas o sistema dá erro. Localizador BF44ZZ1. Empresa: Tech Ltda CNPJ 12.345.678/0001-99. Estou muito chateado, espero solução."
355,2026-05-10T04:19:00,Flytour,telefone,248,"Olá, vocês têm pacote para Bariloche em julho? Lua de mel, 2 adultos. Orçamento até 18 mil reais total. Saindo de São Paulo. Já mandei essa mensagem 2 vezes, ninguém respondeu."
356,2026-05-18T10:25:00,BeFly,whatsapp,384,"Olá, vocês têm pacote para Bariloche em julho? Lua de mel, 2 adultos. Orçamento até 18 mil reais total. Saindo de São Paulo. Estou muito chateado, espero solução."
357,2026-03-22T07:58:00,Belvitur,whatsapp,166,Reclamação: o atendimento de vocês no WhatsApp é PÉSSIMO. Mandei mensagem 4 vezes ontem e ninguém respondeu. Cliente Gold desde 2018.
358,2026-03-10T06:19:00,BeFly Travel,whatsapp,123,"Posso parcelar minha viagem em 12x sem juros se eu fechar hoje? Aguardo retorno, obrigado!"
359,2026-06-12T09:56:00,BeFly,telefone,100,"Pacote família p/ Disney em outubro, 5 pessoas (eu, esposa, 3 crianças de 5, 8 e 14 anos). Queria hotel da Disney mesmo. Quanto fica? Saída de BH."
360,2026-01-15T03:51:00,Instaviagem,chat_site,456,URGENTE: cheguei no aeroporto e o voo está cancelado. Ninguém me atende no balcão. Voo BF1234 GIG→GRU. O que eu faço?? Por favor responder no whatsapp 11 9XXXX-XXXX.
361,2026-01-18T15:44:00,Vai Voando,whatsapp,12,"Aniversário de 40 anos da minha mãe, surpresa, em Buenos Aires. 2 noites, 4 adultos. Hotel central, jantar de gala. Budget total 18k. Cliente desde 2019, espero atendimento à altura."
362,2026-02-28T17:18:00,Belvitur,email,322,"Tem mais detalhes do pacote 'Caminhos além do imaginável' de vocês? Vi no Instagram. Estou muito chateado, espero solução."
363,2026-05-14T23:54:00,BeFly,telefone,284,Posso parcelar minha viagem em 12x sem juros se eu fechar hoje? Por favor responder no whatsapp 11 9XXXX-XXXX.
364,2026-01-28T04:42:00,BeFly,email,80,"Pacote família p/ Disney em outubro, 5 pessoas (eu, esposa, 3 crianças de 5, 8 e 14 anos). Queria hotel da Disney mesmo. Quanto fica? Saída de BH."
365,2026-03-02T21:29:00,Belvitur,whatsapp,56,"Bom dia, gostaria de remarcar a minha passagem do dia 15/07 para o dia 22/07, mesmo voo se possível. Localizador BF89X12. Estou muito chateado, espero solução."
366,2026-03-29T19:47:00,BeFly,presencial,30,"Cliente da agência Vai Voando aqui, preciso de uma cotação para 30 colaboradores irem pra uma convenção em Foz em novembro. Inclui transfer, hotel 4 estrelas, e jantar de gala. Posso mandar a planilha?"
367,2026-05-02T15:45:00,Vai Voando,email,428,Tem mais detalhes do pacote 'Caminhos além do imaginável' de vocês? Vi no Instagram.
368,2026-03-08T07:33:00,BeFly Travel,whatsapp,123,"Vocês têm pacote feito pra advogados (curso de pós em Boston, agosto)? Preciso de hospedagem perto de Harvard. Por favor responder no whatsapp 11 9XXXX-XXXX."
369,2026-03-17T15:56:00,Vai Voando,whatsapp,372,"Olá. Sou cliente da Belvitur Corporate. Posso usar meus pontos pra pagar parte de uma viagem de lazer? Estou muito chateado, espero solução."
370,2026-03-22T11:36:00,Belvitur,whatsapp,72,"Vocês têm pacote feito pra advogados (curso de pós em Boston, agosto)? Preciso de hospedagem perto de Harvard. Aguardo retorno, obrigado!"
371,2026-02-22T03:16:00,BeFly,email,467,"Promo de Black Friday pra Disney funciona pra viagem em 2027 ou só esse ano? Já mandei essa mensagem 2 vezes, ninguém respondeu."
372,2026-02-02T21:25:00,BeFly,whatsapp,395,"Minha esposa precisa de cadeira de rodas no aeroporto. Como solicitamos? Voo BF4499 GRU→FOR, próxima sexta. Já mandei essa mensagem 2 vezes, ninguém respondeu."
373,2026-02-05T19:26:00,BeFly Conecta,chat_site,456,Estou tentando emitir uma nota fiscal do meu pacote pra Maceió mas o sistema dá erro. Localizador BF44ZZ1. Empresa: Tech Ltda CNPJ 12.345.678/0001-99.
374,2026-05-19T14:04:00,BeFly,whatsapp,314,"Oi! Quero programa pra solteiros em julho, algum destino bom pra conhecer gente nova. 28 anos, profissional. Budget ~10k."
375,2026-05-28T17:51:00,BeFly,whatsapp,6,"Quero migrar minha conta de Silver pra Gold, quantos voos faltam?"
376,2026-04-05T14:00:00,BeFly Travel,telefone,29,Bom dia. Preciso de um relatório consolidado dos gastos com viagens corporativas da nossa empresa (Tech XYZ) do último trimestre. Pode ser por e-mail.
377,2026-03-03T00:35:00,BeFly,email,485,"Voo BF2200 atrasou 4 horas ontem (GRU→REC), perdi conexão pra Fernando de Noronha. Companhia paga reacomodação?"
378,2026-06-15T16:47:00,Belvitur,whatsapp,341,"Vocês ainda mantêm parceria com a Smiles? Quero usar pontos pra Madrid. Cliente desde 2019, espero atendimento à altura."
379,2026-06-01T09:24:00,Queensberry,whatsapp,360,"Olá! Queria fazer uma viagem solo pra Chile pra esquiar em julho, primeira vez fora do Brasil. Tô meio perdido, vocês ajudam com seguro, hospedagem, transfer? Budget ~12k. Já mandei essa mensagem 2 vezes, ninguém respondeu."
380,2026-06-06T04:58:00,BeFly,email,229,Posso parcelar minha viagem em 12x sem juros se eu fechar hoje?
381,2026-05-11T02:05:00,BeFly,chat_site,468,"Voo BF2200 atrasou 4 horas ontem (GRU→REC), perdi conexão pra Fernando de Noronha. Companhia paga reacomodação? Estou muito chateado, espero solução."
382,2026-06-08T00:44:00,BeFly Travel,telefone,32,"Cliente da agência Vai Voando aqui, preciso de uma cotação para 30 colaboradores irem pra uma convenção em Foz em novembro. Inclui transfer, hotel 4 estrelas, e jantar de gala. Posso mandar a planilha?"
383,2026-05-14T01:33:00,BeFly Travel,email,272,"Vocês têm pacote feito pra advogados (curso de pós em Boston, agosto)? Preciso de hospedagem perto de Harvard."
384,2026-01-17T03:02:00,BeFly,whatsapp,53,Quero comprar miles pra completar resgate. Como faço? Por favor responder no whatsapp 11 9XXXX-XXXX.
385,2026-01-04T12:59:00,BeFly,telefone,100,"Reclamação: o atendimento de vocês no WhatsApp é PÉSSIMO. Mandei mensagem 4 vezes ontem e ninguém respondeu. Cliente Gold desde 2018. Aguardo retorno, obrigado!"
386,2026-04-26T22:23:00,BeFly Conecta,email,360,"URGENTE: passageiro nosso (CEO) está retido em Lisboa, voo de retorno cancelado por greve. Precisamos de remarcação imediata para BR-GRU hoje. Custo não é problema. Booking BF11X44. Já mandei essa mensagem 2 vezes, ninguém respondeu."
387,2026-05-11T13:02:00,BeFly,whatsapp,239,"Promo de Black Friday pra Disney funciona pra viagem em 2027 ou só esse ano? Aguardo retorno, obrigado!"
388,2026-05-19T15:05:00,BeFly,whatsapp,208,Vocês ainda mantêm parceria com a Smiles? Quero usar pontos pra Madrid.
389,2026-02-11T09:40:00,Vai Voando,whatsapp,294,"Oi! Sou viajante Diamond, 12 anos de casa. Tô bem incomodada porque na minha última viagem fiquei mais de 6h num aeroporto e ninguém me ofereceu lounge nem reacomodação. Espero solução à altura do meu tier."
390,2026-01-30T21:56:00,Instaviagem,whatsapp,326,"Pré aprovado um pacote pra Maldivas, 7 noites, all inclusive, lua de mel. Casal 30s, saindo SP. Limite 60k total. Datas: out/nov 2026."
391,2026-04-19T16:30:00,Belvitur,email,203,Tô vendo no site valores diferentes pra mesmo voo dependendo do horário. Tem alguma forma de garantir o melhor preço?
392,2026-03-03T15:08:00,BeFly Travel,chat_site,367,"Olá, vocês têm pacote para Bariloche em julho? Lua de mel, 2 adultos. Orçamento até 18 mil reais total. Saindo de São Paulo."
393,2026-04-13T18:00:00,Belvitur,chat_site,418,Cancelaram nosso voo de volta de Maceió. Estamos com 2 crianças pequenas e mais R$ 0 no cartão. O que vocês fazem?
394,2026-01-10T17:58:00,BeFly Travel,whatsapp,349,"Bom dia, sou produtora de evento corporativo. Preciso de tarifa especial pra grupo de 20 jornalistas indo cobrir Olimpíadas LA 2028."
395,2026-05-01T17:12:00,BeFly Conecta,whatsapp,272,"Quero alterar a refeição especial do meu voo pra vegana. BF9988, embarque dia 03/08. Cliente desde 2019, espero atendimento à altura."
396,2026-02-06T13:14:00,BeFly Conecta,whatsapp,72,"Oi, sou agente de uma franquia BeFly Travel em POA. Pode me ajudar com a comissão sobre o booking BF55-2026? Cliente desde 2019, espero atendimento à altura."
397,2026-05-22T08:55:00,Queensberry,email,24,"Minha esposa precisa de cadeira de rodas no aeroporto. Como solicitamos? Voo BF4499 GRU→FOR, próxima sexta."
398,2026-02-18T09:10:00,Vai Voando,email,322,"URGENTE: cheguei no aeroporto e o voo está cancelado. Ninguém me atende no balcão. Voo BF1234 GIG→GRU. O que eu faço?? Já mandei essa mensagem 2 vezes, ninguém respondeu."
399,2026-01-07T12:19:00,BeFly Conecta,whatsapp,267,Quero comprar miles pra completar resgate. Como faço?
400,2026-01-08T04:13:00,BeFly,whatsapp,332,"Oi! Tô pensando em levar minha família pra Cancún em janeiro. Somos 4 (eu, esposa, 2 filhos de 8 e 12). Queria all inclusive perto da praia, mas não muito caro. Já viajamos com vocês ano passado pra Punta Cana e adoramos. Pode ser entre 10 e 20 de janeiro. Precisamos sair de Curitiba, se possível direto."
401,2026-06-17T16:09:00,BeFly Conecta,whatsapp,239,"Boa tarde, peço orçamento de Réveillon em Búzios, 4 noites, casal, hotel de praia 4 estrelas, com transfer. Total ideal até 8k. Já mandei essa mensagem 2 vezes, ninguém respondeu."
402,2026-01-28T00:24:00,BeFly Travel,email,454,Vocês têm seguro viagem que cobre esportes radicais? Vou pra NZ fazer bungee jump.
403,2026-04-16T02:27:00,BeFly,whatsapp,45,"Vocês têm pacote feito pra advogados (curso de pós em Boston, agosto)? Preciso de hospedagem perto de Harvard."
404,2026-06-02T20:54:00,BeFly Travel,telefone,114,"Aniversário de 40 anos da minha mãe, surpresa, em Buenos Aires. 2 noites, 4 adultos. Hotel central, jantar de gala. Budget total 18k."
405,2026-05-10T07:36:00,BeFly Travel,chat_site,156,"Tô em Tóquio, perdi o passaporte. O seguro de vocês ajuda? Já mandei essa mensagem 2 vezes, ninguém respondeu."
406,2026-05-30T01:28:00,BeFly Travel,whatsapp,114,Quem é o gerente de conta da Acme Corp? Preciso falar com ele urgente sobre os SLAs do contrato.
407,2026-03-11T18:06:00,Instaviagem,whatsapp,474,Minha bagagem sumiu no voo BF7700 ontem. Cheguei em Recife e a mala não veio. Já fui no balcão e abri o RIR mas precisava de ajuda pra rastrear.
408,2026-02-28T23:22:00,BeFly Conecta,email,146,"Quero alterar a refeição especial do meu voo pra vegana. BF9988, embarque dia 03/08. Por favor responder no whatsapp 11 9XXXX-XXXX."
409,2026-01-29T20:47:00,BeFly Conecta,email,179,"Tem promoção pra Europa pra setembro? Queria conhecer Itália + Grécia. 2 adultos. Flexível em datas, max ~25k. Aguardo retorno, obrigado!"
410,2026-04-05T02:47:00,BeFly Travel,email,377,Promo de Black Friday pra Disney funciona pra viagem em 2027 ou só esse ano?
411,2026-05-04T08:44:00,Flytour,whatsapp,173,"Tem voucher de R$ 500 que vocês me deram em jul/2025 que ainda não usei. Validade era 12 meses, expira semana que vem. Posso usar pra qualquer destino? Por favor responder no whatsapp 11 9XXXX-XXXX."
412,2026-04-23T04:38:00,BeFly Conecta,whatsapp,430,"Quero migrar minha conta de Silver pra Gold, quantos voos faltam? Por favor responder no whatsapp 11 9XXXX-XXXX."
413,2026-02-18T21:53:00,Belvitur,telefone,469,"Voo BF2200 atrasou 4 horas ontem (GRU→REC), perdi conexão pra Fernando de Noronha. Companhia paga reacomodação? Cliente desde 2019, espero atendimento à altura."
414,2026-01-01T18:53:00,BeFly Travel,email,61,"Voo BF5500 hoje cedo: o piloto fez pouso de emergência em Brasília. Estamos sentados há 3h no aeroporto sem informação. Por favor avisem nossas famílias e nos digam o que fazer. Aguardo retorno, obrigado!"
415,2026-01-28T05:45:00,BeFly Travel,telefone,447,"Vocês ainda mantêm parceria com a Smiles? Quero usar pontos pra Madrid. Já mandei essa mensagem 2 vezes, ninguém respondeu."
416,2026-03-11T02:19:00,Vai Voando,telefone,148,Quem é o gerente de conta da Acme Corp? Preciso falar com ele urgente sobre os SLAs do contrato.
417,2026-03-13T02:55:00,BeFly Conecta,email,332,"Quero comprar pacote Cancun all inclusive saindo de POA, sou Diamond. Que tarifa eu tenho disponível? Estou muito chateado, espero solução."
418,2026-03-11T07:11:00,BeFly Travel,whatsapp,156,"Cliente da agência Vai Voando aqui, preciso de uma cotação para 30 colaboradores irem pra uma convenção em Foz em novembro. Inclui transfer, hotel 4 estrelas, e jantar de gala. Posso mandar a planilha? Cliente desde 2019, espero atendimento à altura."
419,2026-03-10T15:08:00,BeFly Conecta,whatsapp,472,"Pacote família p/ Disney em outubro, 5 pessoas (eu, esposa, 3 crianças de 5, 8 e 14 anos). Queria hotel da Disney mesmo. Quanto fica? Saída de BH."
420,2026-06-02T13:56:00,BeFly,whatsapp,498,"Oi, comprei seguro viagem pra Europa e estou doente em Roma. Como aciono o atendimento médico? Já mandei essa mensagem 2 vezes, ninguém respondeu."
421,2026-01-02T22:42:00,BeFly,whatsapp,459,Cancelaram nosso voo de volta de Maceió. Estamos com 2 crianças pequenas e mais R$ 0 no cartão. O que vocês fazem?
422,2026-05-21T19:23:00,BeFly Travel,email,224,"Vocês ainda mantêm parceria com a Smiles? Quero usar pontos pra Madrid. Já mandei essa mensagem 2 vezes, ninguém respondeu."
423,2026-05-13T08:48:00,Flytour,whatsapp,184,"Voo BF2200 atrasou 4 horas ontem (GRU→REC), perdi conexão pra Fernando de Noronha. Companhia paga reacomodação?"
424,2026-03-05T22:00:00,BeFly Travel,whatsapp,35,URGENTE: cheguei no aeroporto e o voo está cancelado. Ninguém me atende no balcão. Voo BF1234 GIG→GRU. O que eu faço??
425,2026-03-10T03:50:00,BeFly Conecta,email,476,"Voo BF2200 atrasou 4 horas ontem (GRU→REC), perdi conexão pra Fernando de Noronha. Companhia paga reacomodação? Cliente desde 2019, espero atendimento à altura."
426,2026-03-18T16:21:00,BeFly Travel,email,320,"Reclamação séria: o hotel que vocês reservaram pra mim em Gramado estava em obras, não dormi a noite toda. Quero compensação. Por favor responder no whatsapp 11 9XXXX-XXXX."
427,2026-05-16T21:21:00,Belvitur,whatsapp,163,"Vocês têm seguro viagem que cobre esportes radicais? Vou pra NZ fazer bungee jump. Já mandei essa mensagem 2 vezes, ninguém respondeu."
428,2026-05-31T08:58:00,BeFly Travel,whatsapp,336,Posso parcelar minha viagem em 12x sem juros se eu fechar hoje?
429,2026-05-30T09:03:00,Instaviagem,email,498,"Vocês têm pacote feito pra advogados (curso de pós em Boston, agosto)? Preciso de hospedagem perto de Harvard."
430,2026-04-06T09:38:00,BeFly,email,259,"Minha esposa precisa de cadeira de rodas no aeroporto. Como solicitamos? Voo BF4499 GRU→FOR, próxima sexta."
431,2026-01-11T22:53:00,BeFly Conecta,email,181,Minha bagagem sumiu no voo BF7700 ontem. Cheguei em Recife e a mala não veio. Já fui no balcão e abri o RIR mas precisava de ajuda pra rastrear.
432,2026-04-26T20:57:00,Flytour,telefone,6,"Reclamação séria: o hotel que vocês reservaram pra mim em Gramado estava em obras, não dormi a noite toda. Quero compensação."
433,2026-01-01T17:05:00,Vai Voando,whatsapp,51,"Oi! Tô pensando em levar minha família pra Cancún em janeiro. Somos 4 (eu, esposa, 2 filhos de 8 e 12). Queria all inclusive perto da praia, mas não muito caro. Já viajamos com vocês ano passado pra Punta Cana e adoramos. Pode ser entre 10 e 20 de janeiro. Precisamos sair de Curitiba, se possível direto. Já mandei essa mensagem 2 vezes, ninguém respondeu."
434,2026-02-05T19:10:00,BeFly,telefone,291,"Vocês têm seguro viagem que cobre esportes radicais? Vou pra NZ fazer bungee jump. Aguardo retorno, obrigado!"
435,2026-06-13T00:46:00,BeFly Conecta,presencial,295,"Olá! Queria fazer uma viagem solo pra Chile pra esquiar em julho, primeira vez fora do Brasil. Tô meio perdido, vocês ajudam com seguro, hospedagem, transfer? Budget ~12k."
436,2026-01-23T02:50:00,BeFly,email,261,Minha bagagem sumiu no voo BF7700 ontem. Cheguei em Recife e a mala não veio. Já fui no balcão e abri o RIR mas precisava de ajuda pra rastrear.
437,2026-02-01T01:04:00,Instaviagem,email,240,"Vocês operam viagens corporativas com NDC da Latam? Estamos avaliando trocar de TMC. Aguardo retorno, obrigado!"
438,2026-05-26T16:33:00,BeFly,whatsapp,395,Quem é o gerente de conta da Acme Corp? Preciso falar com ele urgente sobre os SLAs do contrato.
439,2026-03-06T09:58:00,BeFly,whatsapp,322,Vocês têm seguro viagem que cobre esportes radicais? Vou pra NZ fazer bungee jump. Por favor responder no whatsapp 11 9XXXX-XXXX.
440,2026-04-16T23:55:00,BeFly,whatsapp,320,Vocês operam viagens corporativas com NDC da Latam? Estamos avaliando trocar de TMC.
441,2026-06-12T02:49:00,BeFly Travel,telefone,23,Tô vendo no site valores diferentes pra mesmo voo dependendo do horário. Tem alguma forma de garantir o melhor preço? Por favor responder no whatsapp 11 9XXXX-XXXX.
442,2026-02-15T09:20:00,BeFly,whatsapp,301,Promo de Black Friday pra Disney funciona pra viagem em 2027 ou só esse ano? Por favor responder no whatsapp 11 9XXXX-XXXX.
443,2026-02-25T06:46:00,BeFly Travel,whatsapp,455,"Oi, sou agente de uma franquia BeFly Travel em POA. Pode me ajudar com a comissão sobre o booking BF55-2026? Cliente desde 2019, espero atendimento à altura."
444,2026-01-13T07:01:00,BeFly,whatsapp,368,Vocês ainda mantêm parceria com a Smiles? Quero usar pontos pra Madrid.
445,2026-03-14T13:30:00,Vai Voando,email,406,"Vocês têm seguro viagem que cobre esportes radicais? Vou pra NZ fazer bungee jump. Estou muito chateado, espero solução."
446,2026-03-07T05:51:00,BeFly Travel,whatsapp,452,Olá. Sou cliente da Belvitur Corporate. Posso usar meus pontos pra pagar parte de uma viagem de lazer? Por favor responder no whatsapp 11 9XXXX-XXXX.
447,2026-01-21T21:56:00,BeFly Travel,chat_site,172,"Vocês têm pacote feito pra advogados (curso de pós em Boston, agosto)? Preciso de hospedagem perto de Harvard. Estou muito chateado, espero solução."
448,2026-01-23T10:39:00,BeFly Travel,chat_site,284,"Bom dia, sou produtora de evento corporativo. Preciso de tarifa especial pra grupo de 20 jornalistas indo cobrir Olimpíadas LA 2028."
